ACTION_TYPE,EVENTTIME,GAME_DATE,GAME_EVENT_ID,HTM,LOC_X,LOC_Y,MINUTES_REMAINING,PERIOD,PLAYER_ID,PLAYER_NAME,QUARTER,SECONDS_REMAINING,SHOT_ATTEMPTED_FLAG,SHOT_DISTANCE,SHOT_TIME,SHOT_TYPE,SHOT_ZONE_AREA,SHOT_ZONE_BASIC,SHOT_ZONE_RANGE,TEAM_ID,TEAM_NAME,VTM
Tip Layup Shot,120,20151030,7551,DET,-15.7934,49.2007,2,2,203503,Tony Snell,2.0,0,1,1,125.59,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612741,Chicago Bulls,CHI
Jump Shot,2,20151122,9152,LAL,-32.6036,71.4281,0,4,101138,Brandon Bass,4.0,2,1,5,6.09,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,POR
Step Back Jump shot,616,20160113,1839,LAC,77.2417,136.8581,10,2,203085,Austin Rivers,2.0,16,1,13,620.54,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612746,LA Clippers,MIA
Jump Shot,61,20151124,7615,DEN,111.4262,234.3764,1,3,1718,Paul Pierce,3.0,1,1,24,64.81,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612746,LA Clippers,LAC
Floating Jump shot,76,20151125,9261,OKC,171.0522,132.937,1,4,201566,Russell Westbrook,4.0,16,1,3,90.75,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612760,Oklahoma City Thunder,BKN
Turnaround Hook Shot,595,20151030,1853,MIL,-19.8094,67.2847,9,2,203507,Giannis Antetokounmpo,2.0,55,1,6,599.31,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612749,Milwaukee Bucks,WAS
Jump Shot,393,20160123,4465,POR,137.6996,214.4251,6,2,1626148,Anthony Brown,2.0,33,1,25,396.1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,LAL
Jump Shot,23,20160102,6021,BOS,48.7465,15.3891,0,4,203109,Jae Crowder,4.0,23,1,23,25.19,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,1610612738,Boston Celtics,BKN
Jump Shot,329,20151113,4810,CHI,112.1656,167.017,5,3,202689,Kemba Walker,3.0,29,1,20,332.82,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612766,Charlotte Hornets,CHA
Jump Shot,603,20160115,9461,OKC,225.0165,-14.5553,10,2,201627,Anthony Morrow,2.0,3,1,23,604.56,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,1610612760,Oklahoma City Thunder,MIN
Jump Shot,498,20151108,1680,NYK,-201.364,139.1465,8,2,202682,Derrick Williams,2.0,18,1,18,520.53,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612752,New York Knicks,LAL
Layup Shot,107,20160113,6993,LAC,-6.1054,87.7733,1,4,203912,CJ Wilcox,4.0,47,1,3,103.7,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612746,LA Clippers,MIA
Turnaround Jump Shot,69,20151230,3486,TOR,0.1149,112.3963,1,4,200768,Kyle Lowry,4.0,9,1,10,72.01,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612761,Toronto Raptors,WAS
Reverse Layup Shot,380,20151231,6404,DET,-5.9117,76.2374,6,3,202357,Nemanja Bjelica,3.0,20,1,0,373.34,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612750,Minnesota Timberwolves,MIN
Jump Shot,154,20160102,8870,CHA,-222.6507,41.5477,2,2,202713,Kyle Singler,2.0,34,1,24,156.69,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,1610612760,Oklahoma City Thunder,OKC
Jump Shot,69,20151114,7307,MIL,-19.7051,9.381,1,6,201573,Jerryd Bayless,6.0,9,1,19,64.46,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612749,Milwaukee Bucks,CLE
Pullup Jump shot,685,20151228,1550,CHA,34.1332,70.8956,11,3,203798,PJ Hairston,3.0,25,1,11,701.69,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612766,Charlotte Hornets,LAL
Layup Shot,705,20151214,6508,IND,48.434,278.5817,11,4,201941,Jordan Hill,4.0,45,1,0,694.17,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612754,Indiana Pacers,TOR
Jump Shot,97,20160122,6843,GSW,-188.9179,165.1098,1,1,202331,Paul George,1.0,37,1,26,106.63,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612754,Indiana Pacers,IND
Jump Shot,122,20160106,2315,ORL,196.093,117.8527,2,4,203095,Evan Fournier,4.0,2,1,25,124.14,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612753,Orlando Magic,IND
Jump Shot,667,20160115,2638,HOU,43.6873,-4.7268,11,1,203991,Clint Capela,1.0,7,1,3,670.23,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612745,Houston Rockets,CLE
Driving Layup Shot,157,20160102,6860,DAL,93.9109,107.7648,2,2,202718,Chandler Parsons,2.0,37,1,0,147.16,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612742,Dallas Mavericks,NOP
Driving Floating Jump Shot,180,20151216,5412,ATL,-15.4189,22.4319,3,3,203100,Tony Wroten,3.0,0,1,16,192.33,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612755,Philadelphia 76ers,PHI
Jump Shot,338,20160120,8579,OKC,0.2642,1.8642,5,4,203584,Troy Daniels,4.0,38,1,25,347.96,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612766,Charlotte Hornets,CHA
Jump Shot,450,20151223,2624,LAL,221.1018,79.0047,7,2,201627,Anthony Morrow,2.0,30,1,23,441.39,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612760,Oklahoma City Thunder,OKC
Driving Bank shot,73,20160113,3489,BOS,93.1339,4.9265,1,2,201588,George Hill,2.0,13,1,5,98.22,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612754,Indiana Pacers,IND
Pullup Jump shot,123,20151221,18,SAS,103.7491,221.2489,2,4,202695,Kawhi Leonard,4.0,3,1,24,126.01,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612759,San Antonio Spurs,IND
Hook Shot,636,20151201,7769,CLE,-35.14,35.4235,10,1,101162,Marcin Gortat,1.0,36,1,5,624.09,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612764,Washington Wizards,WAS
Pullup Jump shot,31,20151226,3053,POR,123.0372,120.0317,0,1,203468,CJ McCollum,1.0,31,1,8,52.42,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612757,Portland Trail Blazers,CLE
Turnaround Jump Shot,340,20160120,8219,CHI,-85.1911,-9.581,5,2,2733,Shaun Livingston,2.0,40,1,8,342.09,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612744,Golden State Warriors,GSW
Driving Layup Shot,521,20151215,3840,MIN,-131.0587,87.2089,8,4,203897,Zach LaVine,4.0,41,1,2,523.42,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612750,Minnesota Timberwolves,DEN
Jump Shot,108,20151110,9066,WAS,167.901,110.8146,1,3,202683,Enes Kanter,3.0,48,1,11,81.04,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612760,Oklahoma City Thunder,OKC
Pullup Jump shot,179,20151225,4285,OKC,63.5531,217.0712,2,2,202710,Jimmy Butler,2.0,59,1,20,181.65,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612741,Chicago Bulls,CHI
Layup Shot,447,20151116,1496,MEM,0.8008,-0.9085,7,1,203500,Steven Adams,1.0,27,1,1,448.82,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612760,Oklahoma City Thunder,OKC
Cutting Dunk Shot,681,20151220,7368,TOR,81.6849,-13.3814,11,3,200752,Rudy Gay,3.0,21,1,0,684.47,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612758,Sacramento Kings,SAC
Turnaround Hook Shot,558,20160120,8355,TOR,-111.9227,227.3273,9,1,2449,Luis Scola,1.0,18,1,6,539.22,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612761,Toronto Raptors,BOS
Driving Layup Shot,572,20160106,2759,BKN,-4.4031,243.6199,9,4,202335,Patrick Patterson,4.0,32,1,0,569.87,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612761,Toronto Raptors,TOR
Hook Shot,353,20151106,6415,PHX,-110.4016,226.0519,5,3,203083,Andre Drummond,3.0,53,1,3,431.96,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612765,Detroit Pistons,DET
Driving Layup Shot,1,20160106,811,MIA,-91.8396,123.7304,0,1,1626170,Jerian Grant,1.0,1,1,1,16.21,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612752,New York Knicks,NYK
Cutting Dunk Shot,205,20160120,4045,ORL,-30.8452,42.8106,3,4,202699,Tobias Harris,4.0,25,1,0,220.7,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612753,Orlando Magic,PHI
Jump Shot,49,20151106,2844,SAC,-181.1858,161.1908,0,1,203991,Clint Capela,1.0,49,1,3,33.77,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612745,Houston Rockets,HOU
Running Jump Shot,321,20151127,2966,SAC,144.2958,65.6617,5,1,203952,Andrew Wiggins,1.0,21,1,8,338.21,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,1610612750,Minnesota Timberwolves,MIN
Driving Layup Shot,88,20160118,4565,ATL,-80.809,39.5481,1,1,203471,Dennis Schroder,1.0,28,1,1,71.37,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612737,Atlanta Hawks,ORL
Jump Shot,466,20151221,1265,LAC,58.9074,195.4694,7,4,2037,Jamal Crawford,4.0,46,1,18,469.63,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612746,LA Clippers,OKC
Jump Shot,315,20151226,1791,ATL,-91.5987,239.9847,5,3,203118,Mike Scott,3.0,15,1,24,318.5,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612737,Atlanta Hawks,NYK
Jump Shot,523,20151127,1521,CHA,-195.8403,136.9977,8,2,203087,Jeremy Lamb,2.0,43,1,26,525.26,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612766,Charlotte Hornets,CLE
Jump Shot,194,20151113,5348,NYK,-103.3002,55.1103,3,1,2546,Carmelo Anthony,1.0,14,1,21,212.24,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612752,New York Knicks,CLE
Jump Shot,676,20151110,9137,WAS,-231.9738,114.8844,11,1,101162,Marcin Gortat,1.0,16,1,13,640.09,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612764,Washington Wizards,OKC
Pullup Jump shot,710,20151109,225,ATL,142.6026,107.4596,11,4,203471,Dennis Schroder,4.0,50,1,18,712.57,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612737,Atlanta Hawks,MIN
Hook Shot,323,20151226,5263,ORL,-22.7951,96.8428,5,3,2736,Luol Deng,3.0,23,1,11,325.55,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612748,Miami Heat,MIA
Jump Shot,113,20151216,79,BKN,36.3061,189.1859,1,4,2548,Dwyane Wade,4.0,53,1,19,114.24,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612748,Miami Heat,MIA
Putback Dunk Shot,669,20160122,6295,GSW,140.4417,-32.0097,11,4,202730,Lavoy Allen,4.0,9,1,0,681.2,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612754,Indiana Pacers,IND
Pullup Jump shot,551,20151031,4035,LAC,14.3247,167.0938,9,2,2037,Jamal Crawford,2.0,11,1,16,565.88,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612746,LA Clippers,SAC
Jump Shot,20,20151207,6129,CHA,134.4303,158.9218,0,1,201229,Anthony Tolliver,1.0,20,1,25,34.4,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612765,Detroit Pistons,DET
Jump Shot,217,20151218,4246,PHX,-173.6842,43.7889,3,3,202693,Markieff Morris,3.0,37,1,17,190.12,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612756,Phoenix Suns,NOP
Driving Finger Roll Layup Shot,145,20151214,354,ATL,-163.6231,5.122,2,2,201952,Jeff Teague,2.0,25,1,1,162.29,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612737,Atlanta Hawks,MIA
Driving Layup Shot,284,20151101,4540,LAL,170.7179,14.452,4,1,203944,Julius Randle,1.0,44,1,2,299.41,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,DAL
Floating Jump shot,45,20160112,2309,MIN,-9.8046,10.622,0,3,2755,Kevin Martin,3.0,45,1,13,46.29,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.,1610612750,Minnesota Timberwolves,OKC
Driving Hook Shot,662,20151114,5835,GSW,72.9637,72.9115,11,2,203499,Shane Larkin,2.0,2,1,8,705.73,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,1610612751,Brooklyn Nets,BKN
Jump Shot,150,20151231,6819,UTA,-2.2626,253.4959,2,2,202330,Gordon Hayward,2.0,30,1,25,153.1,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612762,Utah Jazz,POR
Fadeaway Jump Shot,666,20151028,1288,MEM,201.9801,109.0967,11,1,201188,Marc Gasol,1.0,6,1,4,683.36,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612763,Memphis Grizzlies,CLE
Jump Shot,465,20151028,6566,BOS,-149.7139,83.8361,7,2,202738,Isaiah Thomas,2.0,45,1,25,461.04,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612738,Boston Celtics,PHI
Jump Shot,470,20151028,1011,DET,-95.9869,15.3444,7,4,201229,Anthony Tolliver,4.0,50,1,8,487.87,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612765,Detroit Pistons,UTA
Dunk Shot,255,20160122,9214,NYK,96.8266,31.1993,4,2,201599,DeAndre Jordan,2.0,15,1,0,267.99,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612746,LA Clippers,LAC
Jump Shot,373,20160107,6276,CHI,158.094,232.4647,6,1,201959,Taj Gibson,1.0,13,1,16,352.34,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612741,Chicago Bulls,BOS
Hook Shot,453,20160101,5790,MIA,-126.0188,29.4193,7,1,202355,Hassan Whiteside,1.0,33,1,6,436.3,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612748,Miami Heat,DAL
Fadeaway Jump Shot,182,20151107,3330,ATL,-115.2584,224.7077,3,3,202322,John Wall,3.0,2,1,18,160.15,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612764,Washington Wizards,WAS
Jump Shot,33,20151104,3535,MIL,124.3076,79.0499,0,4,203917,Nik Stauskas,4.0,33,1,26,16.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612755,Philadelphia 76ers,PHI
Jump Shot,143,20151207,6594,NOP,6.7082,204.0506,2,3,202340,Avery Bradley,3.0,23,1,21,145.4,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612738,Boston Celtics,BOS
Jump Shot,662,20151225,4766,LAL,111.782,126.8238,11,1,201579,Roy Hibbert,1.0,2,1,15,665.9,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,LAC
Jump Shot,342,20151218,4963,PHI,-181.5094,45.9816,5,1,203477,Isaiah Canaan,1.0,42,1,3,361.4,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612755,Philadelphia 76ers,NYK
Jump Shot,24,20151230,2889,TOR,215.4838,20.8404,0,2,201162,Jared Dudley,2.0,24,1,22,28.27,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,1610612764,Washington Wizards,WAS
Jump Shot,1,20151209,5284,DET,39.8459,388.0719,0,4,2440,Matt Barnes,4.0,1,1,43,2.87,3PT Field Goal,Back Court(BC),Backcourt,Back Court Shot,1610612763,Memphis Grizzlies,MEM
Jump Shot,46,20151114,3609,HOU,220.5319,-0.683,0,1,203098,John Jenkins,1.0,46,1,22,49.3,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,1610612742,Dallas Mavericks,DAL
Jump Shot,321,20151125,208,PHX,211.5028,124.672,5,3,203933,TJ Warren,3.0,21,1,7,336.45,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612756,Phoenix Suns,NOP
Jump Shot,499,20151028,6232,BOS,-110.0504,220.4517,8,4,203096,Jared Sullinger,4.0,19,1,26,502.36,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612738,Boston Celtics,PHI
Layup Shot,458,20151223,9244,LAL,-2.8755,102.7016,7,4,2555,Nick Collison,4.0,38,1,2,460.98,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612760,Oklahoma City Thunder,OKC
Jump Shot,288,20151205,5036,CHI,-168.6543,-5.9248,4,3,203469,Cody Zeller,3.0,48,1,17,291.08,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612766,Charlotte Hornets,CHA
Driving Hook Shot,102,20160120,3068,TOR,62.432,241.4103,1,2,202709,Cory Joseph,2.0,42,1,4,79.66,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612761,Toronto Raptors,BOS
Jump Shot,550,20151223,7097,MIL,-127.6258,115.7635,9,1,203487,Michael Carter-Williams,1.0,10,1,17,553.22,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612749,Milwaukee Bucks,PHI
Jump Shot,289,20151206,7298,MEM,117.9693,223.9605,4,1,203141,Mirza Teletovic,1.0,49,1,24,290.91,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612756,Phoenix Suns,PHX
Floating Jump shot,143,20151106,960,NYK,-85.2362,58.3506,2,4,204038,Langston Galloway,4.0,23,1,6,161.44,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612752,New York Knicks,MIL
Jump Shot,548,20151201,632,NOP,34.2502,206.4832,9,3,201936,Tyreke Evans,3.0,8,1,17,540.16,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612740,New Orleans Pelicans,MEM
Jump Shot,292,20151127,5334,PHX,38.5364,200.6696,4,2,202688,Brandon Knight,2.0,52,1,16,294.58,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612756,Phoenix Suns,GSW
Jump Shot,546,20151221,2396,UTA,179.1354,176.7037,9,3,202339,Eric Bledsoe,3.0,6,1,24,549.34,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612756,Phoenix Suns,PHX
Putback Layup Shot,498,20151221,8255,HOU,-155.077,151.9432,8,4,203093,Terrence Jones,4.0,18,1,1,505.96,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612745,Houston Rockets,CHA
Jump Shot,602,20151221,3833,LAC,198.7236,153.6343,10,2,203143,Pablo Prigioni,2.0,2,1,24,605.98,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612746,LA Clippers,OKC
Fadeaway Jump Shot,671,20151128,1051,POR,-68.5946,252.756,11,2,203468,CJ McCollum,2.0,11,1,25,675.48,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612757,Portland Trail Blazers,LAL
Jump Shot,290,20151210,8489,OKC,-38.0543,247.9167,4,3,201142,Kevin Durant,3.0,50,1,4,311.19,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612760,Oklahoma City Thunder,ATL
Layup Shot,22,20151114,1564,PHX,46.1528,29.9433,0,4,203462,Archie Goodwin,4.0,22,1,2,24.24,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612756,Phoenix Suns,DEN
Jump Shot,24,20151120,9314,OKC,214.5834,47.3538,0,3,202682,Derrick Williams,3.0,24,1,23,26.95,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,1610612752,New York Knicks,NYK
Jump Shot,480,20151209,3219,MIN,120.5005,195.6173,8,4,1626273,Marcelo Huertas,4.0,0,1,24,482.34,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,LAL
Jump Shot,153,20160114,8976,GSW,-11.6564,201.1827,2,1,202691,Klay Thompson,1.0,33,1,16,158.6,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612744,Golden State Warriors,LAL
Jump Shot,46,20160108,968,MEM,-216.96,138.94,0,2,203914,Gary Harris,2.0,46,1,24,48.91,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612743,Denver Nuggets,DEN
Floating Jump shot,605,20151112,2550,MIN,74.1856,109.9754,10,4,202691,Klay Thompson,4.0,5,1,10,607.45,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612744,Golden State Warriors,GSW
Jump Shot,641,20151223,1940,ATL,203.0023,124.2262,10,1,2594,Kyle Korver,1.0,41,1,24,644.68,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612737,Atlanta Hawks,DET
Jump Shot,455,20151228,3121,IND,175.7415,187.4709,7,1,201588,George Hill,1.0,35,1,25,458.31,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612754,Indiana Pacers,ATL
Jump Shot,273,20151123,3324,MIA,115.1208,229.3735,4,3,2546,Carmelo Anthony,3.0,33,1,24,276.15,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612752,New York Knicks,NYK
Reverse Layup Shot,344,20160119,7952,PHX,86.4439,60.0701,5,4,101145,Monta Ellis,4.0,44,1,2,336.29,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612754,Indiana Pacers,IND
Pullup Jump shot,224,20151027,567,ATL,150.6691,134.1709,3,1,200757,Thabo Sefolosha,1.0,44,1,19,226.25,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612737,Atlanta Hawks,DET
Jump Shot,626,20151129,8939,CHA,2.6997,192.002,10,3,202689,Kemba Walker,3.0,26,1,17,629.76,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612766,Charlotte Hornets,MIL
Jump Shot,651,20151129,5777,LAC,-69.6606,212.6987,10,3,101108,Chris Paul,3.0,51,1,17,647.51,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612746,LA Clippers,MIN
Driving Bank shot,178,20151120,5226,MIN,-36.1001,109.6991,2,4,202704,Reggie Jackson,4.0,58,1,5,181.8,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612765,Detroit Pistons,DET
Driving Hook Shot,640,20160115,5444,HOU,111.6036,156.003,10,3,2772,Trevor Ariza,3.0,40,1,5,610.29,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612745,Houston Rockets,CLE
Jump Shot,121,20151030,6438,DET,-218.1889,135.2183,2,1,201959,Taj Gibson,1.0,1,1,5,130.55,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612741,Chicago Bulls,CHI
Hook Shot,361,20160123,106,NOP,-201.8015,169.3569,6,2,203089,John Henson,2.0,1,1,5,339.61,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612749,Milwaukee Bucks,MIL
Running Layup Shot,245,20151209,6065,DAL,175.3688,162.1197,4,2,101114,Deron Williams,2.0,5,1,1,211.86,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612742,Dallas Mavericks,ATL
Jump Shot,254,20151028,800,LAL,162.3243,271.7384,4,2,201937,Ricky Rubio,2.0,14,1,27,277.07,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612750,Minnesota Timberwolves,MIN
Jump Shot,187,20151028,2443,HOU,-228.6172,36.8288,3,2,203530,Joffrey Lauvergne,2.0,7,1,25,200.35,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612743,Denver Nuggets,DEN
Jump Shot,364,20151214,995,DEN,-31.0537,248.245,6,3,201568,Danilo Gallinari,3.0,4,1,25,365.84,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612743,Denver Nuggets,HOU
Jump Shot,545,20151125,7786,OKC,108.3504,150.9854,9,1,201586,Serge Ibaka,1.0,5,1,18,548.73,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612760,Oklahoma City Thunder,BKN
Jump Shot,336,20151130,955,MIL,167.8807,-3.4017,5,2,201564,O.J. Mayo,2.0,36,1,13,339.17,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612749,Milwaukee Bucks,DEN
Cutting Dunk Shot,60,20160108,5457,MIL,0.1523,21.1643,1,3,203953,Jabari Parker,3.0,0,1,0,63.5,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612749,Milwaukee Bucks,DAL
Jump Shot,532,20160121,7048,NOP,-216.5896,-2.4849,8,2,201943,Brandon Jennings,2.0,52,1,7,523.67,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612765,Detroit Pistons,DET
Jump Shot,0,20151127,5557,OKC,-214.1522,-7.4601,0,1,201571,D.J. Augustin,1.0,0,1,19,1.48,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612760,Oklahoma City Thunder,DET
Finger Roll Layup Shot,465,20151030,2046,SAC,-206.0643,154.7044,7,1,200752,Rudy Gay,1.0,45,1,3,473.54,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612758,Sacramento Kings,LAL
Floating Jump shot,60,20151223,4871,MIN,15.7682,71.4761,1,4,203476,Gorgui Dieng,4.0,0,1,10,62.05,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612750,Minnesota Timberwolves,SAS
Jump Shot,296,20151109,4647,DEN,235.3443,19.0344,4,3,202329,Al-Farouq Aminu,3.0,56,1,22,301.26,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,1610612757,Portland Trail Blazers,POR
Cutting Layup Shot,587,20160102,7960,IND,26.0242,262.0573,9,4,203382,Aron Baynes,4.0,47,1,1,579.69,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612765,Detroit Pistons,DET
Turnaround Jump Shot,329,20160105,6628,ATL,-53.9974,77.5229,5,1,201167,Arron Afflalo,1.0,29,1,12,333.37,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612752,New York Knicks,NYK
Tip Layup Shot,145,20151128,2102,GSW,74.2499,52.837,2,3,1626161,Willie Cauley-Stein,3.0,25,1,0,152.35,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612758,Sacramento Kings,SAC
Driving Layup Shot,31,20160113,8737,OKC,70.8816,83.4019,0,1,200826,J.J. Barea,1.0,31,1,2,43.38,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612742,Dallas Mavericks,DAL
